Title,Title_URL,Rating,Date,Position,Status,Location,View7,View8,View9,View10,helpfulness
Amazing place to work,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69610936.htm,5.0,"Sep 29, 2022",Customer Relationship Advocate,"Current Employee, more than 1 year","Salt Lake City, UT",Pros,"Great to start out in the field here Good work culture, not competitive Managers and onboarding leads are very helpful Accommodating - they will help you if you have serious medical issues yourself or a loved one Mostly work from home",Cons,A phone job Part time in-office work,1
Rewards newest employees and forgets the loyal employees who have been with the company for years,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW59444799.htm,2.0,"Feb 10, 2022",Anonymous Employee,"Former Employee, more than 8 years",,Pros,"Most benefits are very helpful for many employees e.g. student loan payment assistance, health insurance, etc.",Cons,"They continually reward front line associates and upper management and associates in the middle are forgotten

If you’re in a middle-grade job, even if you’re a top performer and in a money-producing role for the company get ready to be disappointed about raises annually, whereas front-line associates receive multiple lucrative benefits (more bonuses, stock plan benefits, etc) to the point where they are making more than company veterans

Top performers in sales did not get a raise, nor large bonuses, and all the while front line associates are being rewarded MORE!",1
Competitive Pay but Tremendous Sales Pressure,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW70826087.htm,3.0,"Nov 6, 2022",Financial Consultant,"Current Employee, more than 3 years",,Pros,"Competitive compensation, great benefits, and generally flexible.",Cons,"Ever-increasing sales expectations, Disconnected management, unrealistic expectations, poor work-life balance.",
Some good parts,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69668068.htm,4.0,"Oct 1, 2022",Chapter Leader,"Current Employee, more than 1 year","Durham, NC",Pros,Low stress Good benefits Plenty of PTO Great company overall,Cons,No idea why the base salaries are so low LOTS of communication problems Very slow pace of play So much red tape - it's so huge they have to have a lot of layers and make things difficult to maintain controls but it is absurd and makes everything difficult,
"Too much work, not enough pay",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71640714.htm,3.0,"Dec 5, 2022",High Net Worth Associate,"Current Employee, less than 1 year","Las Vegas, NV",Pros,Exposure to a a mutual fund company,Cons,They expect you to take care of accounts that don't fall under high net worth so you end up servicing accounts that are no where near the high net worth threshold.,
Stressful yet rewarding,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW69220842.htm,4.0,"Sep 19, 2022",Financial Customer Associate,"Current Employee, less than 1 year","Merrimack, NH",Pros,Fidelity offers great benefits and it is rewarding to be able to help customers with their retirement accounts. You will have a great support system with people who want to see you succeed.,Cons,"Extremely stressful job at times. It can be difficult to keep up with the call flow, so you just have to try to focus on the call at hand and not think about the next one. It's definitely not a job for everyone, but a lot of people definitely thrive in this type of position.",
Great Company,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71871528.htm,5.0,"Dec 14, 2022","Sr. Manager, Participant Services","Current Employee, more than 10 years","Westlake, TX",Pros,Friendly personnel and very supportive,Cons,"Hard to get recognized, have to constantly network",
"Great Company , great culture",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71548691.htm,5.0,"Dec 1, 2022",Senior Project Manager,"Current Employee, more than 10 years","Covington, KY",Pros,"Good people, good management, good culture",Cons,"Some entry level jobs may not be great. I did not like the job I started in, but it has led to some great opportunities and am so glad I stuck around.",
"Huge company,  a little dated",https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68411074.htm,3.0,"Aug 27, 2022",Vice President,"Current Employee, more than 1 year","Boston, MA",Pros,They have a great long-term incentive plan once you're fully vested after 5 years. There is a healthy work life balance.,Cons,"It's a big company, easy to get lost as a number. The compensation strategy is dated, it's hard to recruit top talent. Benefits are average comparatively. The long term incentive retention strategy is a catalyst mediocre performance, particularly managers. Culture doesn't accommodate creative thinkers, doers and decision makers. Very low risk tolerance.",
Great,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW72492685.htm,5.0,"Jan 10, 2023",Planner,Current Employee,"Dallas, TX",Pros,"Extremely flexible, great work life balance and strong environment",Cons,Communication can sometimes be bad,
Not Very Balanced Work/Life,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW63408731.htm,3.0,"Apr 28, 2022",Tax Exempt Representative II,"Former Employee, more than 8 years","Merrimack, NH",Pros,"Multiple types of medical benefits 
401(k) matching 
Nice campus and amenities",Cons,"Toxic grind culture 
Never-ending overtime 
Low career mobility",2
Not an expert,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW68663573.htm,3.0,"Sep 2, 2022",Anonymous Employee,"Current Employee, less than 1 year",,Pros,"Benefits, especially the help repaying student loans and paid parental leave. Up to 7 percent match on retirement contributions. The medical premiums cost more than my prior jobs, but other benefits cost a bit less. A lot of reviews on here are complaining about the base pay. For me, it's nearly a 50 percent increase over my old job in a different industry. That's not a raise, that's life changing. There are also opportunities for bonuses. I am going to be allowed to mostly work from home for a lot longer than I was led to believe during the interview process. It's totally okay if we'd rather go ahead and work onsite every day, too.",Cons,"Inconsistent support - my onboarding coach didn't work in my role. They clearly want me to do well and can coach on if I am hitting certain points when interacting with customers, but they have pointedly stated that I'm ""supposed to be the expert"" in my role. When I reach out to my team for help while assisting customers, I only get answers to the questions that aren't part of our specific role. However, I'm not going to be trained in that specific role until at least 4-5 months on the job. I'm willing to stumble blindly through an adventure of learning alongside our customers, but many of them don't have time for that, and me not knowing what I'm doing yet is leading to a poor customer experience for them. The headsets provided for working from home aren't compatible with the onsite phones, so that was an unexpected learning curve. My coach strangely seemed perplexed that I didn't know how to operate the call center equipment already on the first day of calls despite never having seen or used that equipment before. It is extremely difficult for clients to hear me clearly, and often vice versa, due to the background conversations when working onsite. Being able to hear clearly is the top reason I'd like to continue working at home. Some of our customers are intentionally cruel. There are rude customers everywhere, but I've never cried during work every day before.",
You get what you want based on work ethic,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW71607024.htm,5.0,"Dec 4, 2022",High Net Worth Service Associate,Current Employee,,Pros,You can move up fast if you work hard. Great benefits!,Cons,Expected to be in the same role for at least 1 year whenever you receive a promotion.,
Best place I've ever worked,https://www.glassdoor.com/Reviews/Employee-Review-Fidelity-Investments-RVW66824493.htm,5.0,"Jul 18, 2022","Director, Martech & Marketing Transformation","Current Employee, less than 1 year","Durham, NC",Pros,"Culture of caring and inclusivity. While I am lucky to be in an amazing workgroup, most people I have come into contact with here have been a pleasure to work with. Lots of longevity as well as lots of new people. It's an exciting time to be part of this firm. Benefits are unbeatable too! Lots of room to move around and learn new things.",Cons,"Very large company, so things can tend to move slowly. Industry is heavily regulated, so you need to be prepared for lots of companies rules.",1
